record_id,insect_id,original_observation_type,retained_observation_type,original_notes,retained_notes,removed_segments
hostplant-SC-N75-ELON-01,species-SC055,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（東京都高尾山・福岡県英彦山） / 地域根拠: ホロタイプとパラタイプをMt. TakaoおよびMt. Hiko, in Cornus controversaとして明記 / 原著植物名: Cornus controversa / YList採用名: Cornus controversa var. controversa / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 原著名 Ericryphalus elongatus は2026年目録で本種の異名として明記",原著名 Ericryphalus elongatus は2026年目録で本種の異名として明記,"記録地域: 日本（東京都高尾山・福岡県英彦山） / 地域根拠: ホロタイプとパラタイプをMt. TakaoおよびMt. Hiko, in Cornus controversaとして明記 / 原著植物名: Cornus controversa / YList採用名: Cornus controversa var. controversa / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 記録地域: 日本（東京都高尾山・福岡県英彦山） / 地域根拠: ホロタイプとパラタイプをMt. TakaoおよびMt. Hiko, in Cornus controversaとして明記 / 原著植物名: Cornus controversa / YList採用名: Cornus controversa var. controversa / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42"
hostplant-SC-N75-ELON-02,species-SC055,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（福島県） / 地域根拠: パラタイプ29個体をYashirogoya, Fukushima Pref., in Acer sp.として明記 / 原著植物名: Acer sp. / YList採用名: Acer sp. / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 原著名 Ericryphalus elongatus は2026年目録で本種の異名として明記",原著名 Ericryphalus elongatus は2026年目録で本種の異名として明記,"記録地域: 日本（福島県） / 地域根拠: パラタイプ29個体をYashirogoya, Fukushima Pref., in Acer sp.として明記 / 原著植物名: Acer sp. / YList採用名: Acer sp. / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 記録地域: 日本（福島県） / 地域根拠: パラタイプ29個体をYashirogoya, Fukushima Pref., in Acer sp.として明記 / 原著植物名: Acer sp. / YList採用名: Acer sp. / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42"
hostplant-SC-N75-ELON-03,species-SC055,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（福岡県浮羽） / 地域根拠: パラタイプ3個体をUkita, Fukuoka Pref., in grape-vineとして明記 / 原著植物名: grape-vine / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 原著はgrape-vineとのみ記し、種・属を推定していない",原著はgrape-vineとのみ記し、種・属を推定していない,"記録地域: 日本（福岡県浮羽） / 地域根拠: パラタイプ3個体をUkita, Fukuoka Pref., in grape-vineとして明記 / 原著植物名: grape-vine / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 記録地域: 日本（福岡県浮羽） / 地域根拠: パラタイプ3個体をUkita, Fukuoka Pref., in grape-vineとして明記 / 原著植物名: grape-vine / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42"
hostplant-SC-N75-ATER-01,species-SC058,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（埼玉県秩父・惣小屋） / 地域根拠: ホロタイプとパラタイプにSogoya, Chichibu, Saitama Pref.の産地と寄主を明記 / 原著植物名: Pterocarya rhoifolia / YList採用名: Pterocarya rhoifolia / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 原著名 Ernoporicus ater は2026年目録で本種の異名として明記",原著名 Ernoporicus ater は2026年目録で本種の異名として明記,"記録地域: 日本（埼玉県秩父・惣小屋） / 地域根拠: ホロタイプとパラタイプにSogoya, Chichibu, Saitama Pref.の産地と寄主を明記 / 原著植物名: Pterocarya rhoifolia / YList採用名: Pterocarya rhoifolia / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 記録地域: 日本（埼玉県秩父・惣小屋） / 地域根拠: ホロタイプとパラタイプにSogoya, Chichibu, Saitama Pref.の産地と寄主を明記 / 原著植物名: Pterocarya rhoifolia / YList採用名: Pterocarya rhoifolia / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42"
hostplant-SC-N75-ATER-02,species-SC058,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（埼玉県秩父・惣小屋） / 地域根拠: ホロタイプとパラタイプにSogoya, Chichibu, Saitama Pref.の産地と寄主を明記 / 原著植物名: Kalopanax septemlobus / YList採用名: Kalopanax septemlobus / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 原著名 Ernoporicus ater は2026年目録で本種の異名として明記",原著名 Ernoporicus ater は2026年目録で本種の異名として明記,"記録地域: 日本（埼玉県秩父・惣小屋） / 地域根拠: ホロタイプとパラタイプにSogoya, Chichibu, Saitama Pref.の産地と寄主を明記 / 原著植物名: Kalopanax septemlobus / YList採用名: Kalopanax septemlobus / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42 / 記録地域: 日本（埼玉県秩父・惣小屋） / 地域根拠: ホロタイプとパラタイプにSogoya, Chichibu, Saitama Pref.の産地と寄主を明記 / 原著植物名: Kalopanax septemlobus / YList採用名: Kalopanax septemlobus / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 42"
hostplant-SC-N75-ALNI-01,species-SC044,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（群馬県） / 地域根拠: ホロタイプとパラタイプをKonseitoge, Gunma Pref., in Alnus hirsutaとして明記 / 原著植物名: Alnus hirsuta / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 43 / 原著は変種を記さないため、YListのケヤマハンノキとヤマハンノキへ分配していない",原著は変種を記さないため、YListのケヤマハンノキとヤマハンノキへ分配していない,"記録地域: 日本（群馬県） / 地域根拠: ホロタイプとパラタイプをKonseitoge, Gunma Pref., in Alnus hirsutaとして明記 / 原著植物名: Alnus hirsuta / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 43 / 記録地域: 日本（群馬県） / 地域根拠: ホロタイプとパラタイプをKonseitoge, Gunma Pref., in Alnus hirsutaとして明記 / 原著植物名: Alnus hirsuta / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 43"
hostplant-SC-N75-TAKA-01,species-SC060,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（青森県八甲田山） / 地域根拠: パラタイプ51個体をHakkoda, Aomori Pref., in Sorbus commixtaとして明記 / 原著植物名: Sorbus commixta / YList採用名: Sorbus commixta / 寄主根拠: パラタイプの寄主・産地記載 / 掲載頁: 44 / 原著名 Ernoporicus takahashii は2026年目録で本種の異名として明記",原著名 Ernoporicus takahashii は2026年目録で本種の異名として明記,"記録地域: 日本（青森県八甲田山） / 地域根拠: パラタイプ51個体をHakkoda, Aomori Pref., in Sorbus commixtaとして明記 / 原著植物名: Sorbus commixta / YList採用名: Sorbus commixta / 寄主根拠: パラタイプの寄主・産地記載 / 掲載頁: 44 / 記録地域: 日本（青森県八甲田山） / 地域根拠: パラタイプ51個体をHakkoda, Aomori Pref., in Sorbus commixtaとして明記 / 原著植物名: Sorbus commixta / YList採用名: Sorbus commixta / 寄主根拠: パラタイプの寄主・産地記載 / 掲載頁: 44"
hostplant-SC-N75-BADI-01,species-SC045,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（福岡県犬鳴峠・英彦山、東京都浅川） / 地域根拠: ホロタイプと複数のパラタイプを各産地, in Wisteria floribundaとして明記 / 原著植物名: Wisteria floribunda / YList採用名: Wisteria floribunda / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 45 / 原著名 Cryphalomorphus badius は2026年目録の異名欄を介して本種へ対応",原著名 Cryphalomorphus badius は2026年目録の異名欄を介して本種へ対応,"記録地域: 日本（福岡県犬鳴峠・英彦山、東京都浅川） / 地域根拠: ホロタイプと複数のパラタイプを各産地, in Wisteria floribundaとして明記 / 原著植物名: Wisteria floribunda / YList採用名: Wisteria floribunda / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 45 / 記録地域: 日本（福岡県犬鳴峠・英彦山、東京都浅川） / 地域根拠: ホロタイプと複数のパラタイプを各産地, in Wisteria floribundaとして明記 / 原著植物名: Wisteria floribunda / YList採用名: Wisteria floribunda / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 45"
hostplant-SC-N75-CAME-01,species-SC047,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（新潟県胎内小屋） / 地域根拠: ホロタイプとパラタイプをTainaigoya, Niigata Pref., in Camellia japonica rusticanaとして明記 / 原著植物名: Camellia japonica rusticana / YList採用名: Camellia rusticana / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 46 / 原著名 Cryphalomorphus camelliae は2026年目録の異名欄を介して本種へ対応",原著名 Cryphalomorphus camelliae は2026年目録の異名欄を介して本種へ対応,"記録地域: 日本（新潟県胎内小屋） / 地域根拠: ホロタイプとパラタイプをTainaigoya, Niigata Pref., in Camellia japonica rusticanaとして明記 / 原著植物名: Camellia japonica rusticana / YList採用名: Camellia rusticana / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 46 / 記録地域: 日本（新潟県胎内小屋） / 地域根拠: ホロタイプとパラタイプをTainaigoya, Niigata Pref., in Camellia japonica rusticanaとして明記 / 原著植物名: Camellia japonica rusticana / YList採用名: Camellia rusticana / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 46"
hostplant-SC-N75-FUJI-01,species-SC051,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（山梨県富士山） / 地域根拠: ホロタイプとパラタイプをMt. Fuji, Yamanashi Pref., in Pterocarya rhoifoliaとして明記 / 原著植物名: Pterocarya rhoifolia / YList採用名: Pterocarya rhoifolia / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 46 / 原著名 Cryphalomorphus fujisanus は2026年目録の異名欄を介して本種へ対応",原著名 Cryphalomorphus fujisanus は2026年目録の異名欄を介して本種へ対応,"記録地域: 日本（山梨県富士山） / 地域根拠: ホロタイプとパラタイプをMt. Fuji, Yamanashi Pref., in Pterocarya rhoifoliaとして明記 / 原著植物名: Pterocarya rhoifolia / YList採用名: Pterocarya rhoifolia / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 46 / 記録地域: 日本（山梨県富士山） / 地域根拠: ホロタイプとパラタイプをMt. Fuji, Yamanashi Pref., in Pterocarya rhoifoliaとして明記 / 原著植物名: Pterocarya rhoifolia / YList採用名: Pterocarya rhoifolia / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 46"
hostplant-SC-N75-SCOL-01,species-SC049,文献（国内・明記）,文献（国内・明記）,"記録地域: 日本（東京都浅川、福岡県立花山） / 地域根拠: ホロタイプとパラタイプを各産地, in Trachelospermum asiaticumとして明記 / 原著植物名: Trachelospermum asiaticum / YList採用名: Trachelospermum asiaticum var. asiaticum / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 51 / 原著名 Cryphalomorphus scolytomimoides は2026年目録で本種の異名として明記",原著名 Cryphalomorphus scolytomimoides は2026年目録で本種の異名として明記,"記録地域: 日本（東京都浅川、福岡県立花山） / 地域根拠: ホロタイプとパラタイプを各産地, in Trachelospermum asiaticumとして明記 / 原著植物名: Trachelospermum asiaticum / YList採用名: Trachelospermum asiaticum var. asiaticum / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 51 / 記録地域: 日本（東京都浅川、福岡県立花山） / 地域根拠: ホロタイプとパラタイプを各産地, in Trachelospermum asiaticumとして明記 / 原著植物名: Trachelospermum asiaticum / YList採用名: Trachelospermum asiaticum var. asiaticum / 寄主根拠: タイプ標本・パラタイプの寄主・産地記載 / 掲載頁: 51"
