insect_id,japanese_name,scientific_name,change_type,current_value,proposed_value,source,source_url,confidence,review_required,approved,note
,クビレアヤトガリバ,Habrosyne petrographa tapaishana,新記録種,,台湾未記録種として初記録。,吉本浩 (1987),,high,,,"ページ: 8, 蛾類通信 143号, ファイル: jhj143.pdf"
species-5442,モンムラサキクチバ,Ercheia umbrosa,食草追加,,ネムノキ Albizzia julibrissin から終齢幼虫を野外で確認。自然状態の食草として初記録。,中村正直 (1987),,high,,OK,"ページ: 9, 蛾類通信 143号, ファイル: jhj143.pdf"
species-2942,ハラキクロツトガ,Chrysoteuchia pyraustoides,新産地,,長野県八ヶ岳山麓で採集。新産地記録。,岸田泰則 (1987),,high,,,"ページ: 9, 蛾類通信 143号, ファイル: jhj143.pdf"
species-2927,シロミャクツトガ,Pseudocatharylla inclaralis,新産地,,愛知県海部郡弥富町で採集。本州初記録（これまで四国・九州のみ）。,間野隆裕 (1987),,high,,,"ページ: 11, 蛾類通信 143号, ファイル: jhj143.pdf"
species-2922,ゴマフツトガ,Chilo pulveratus,新産地,,愛知県海部郡弥富町で採集。既知産地（伊豆半島、群馬県）に加えた新産地。,間野隆裕 (1987),,high,,,"ページ: 11, 蛾類通信 143号, ファイル: jhj143.pdf"
,ヌマベウスキョトウ,Chilodes pacifica,新産地,,愛知県海部郡弥富町で採集。西限記録。,間野隆裕 (1987),,high,,,"ページ: 11, 蛾類通信 143号, ファイル: jhj143.pdf"
species-2619,キイロツヅリガ,Tirathaba irrufatella,食草追加,,ウニヤバネゴケ Cephaloziella spinicaulis とモエギコミミゴケ Lejeunea pallide-virens（苔類）を食草として確認。,坂部元宏 (1987),,high,,OK,"ページ: 15, 蛾類通信 143号, ファイル: jhj143.pdf"
species-2658,ニシキシマメイガ,Mimicia pseudolibatrix (Caradja),新記録種,,日本から未記録のシマメイガ科の一種。中国から記載された種を日本で初めて発見。新称として「ニシキシマメイガ」を命名。,井上寛 (1988),,high,,,"ページ: 1-2, 蛾類通信 145号, ファイル: jhj145.pdf"
species-5431,ナニワクビグロクチバ,Lygephila ogatai Kinoshita & Sasaki,新産地,,神奈川県逗子市から初記録。従来の分布東限は愛知県豊田市であったが、より東の産地を新たに確認。,池ノ上利幸 (1988),,high,,,"ページ: 2, 蛾類通信 145号, ファイル: jhj145.pdf"
,アオドクガ,Neocifuna olivacea (Wileman),学名変更,,Dasychira olivacea Wilemanから雌雄交尾器の形態の違いにより Neocifuna属に移した。comb. n.,岸田泰則 (1988),,high,YES,,"ページ: 3, 蛾類通信 145号, ファイル: jhj145.pdf"
species-6041,チャマダラキリガ,Rhynchaglaea scitula (Butler),新記録種,,台湾未記録。日本産と同様の個体変異を示す。,吉本浩 (1988),,high,,,"ページ: 4, 蛾類通信 145号, ファイル: jhj145.pdf"
species-6040,ウスミミモンキリガ,Eupsilia contracta (Butler),新記録種,,台湾未記録。,吉本浩 (1988),,high,,,"ページ: 4, 蛾類通信 145号, ファイル: jhj145.pdf"
species-6027,ウスアオキリガ,Lithophane venusta yazakii Yoshimoto,新記録種,,台湾の個体群を新亜種として記載。subsp. n. 日本の原名亜種と比べ翅の斑紋パターンや交尾器に差異がある。,吉本浩 (1988),,high,,,"ページ: 4-5, 蛾類通信 145号, ファイル: jhj145.pdf"
species-6070,ヒマラヤハガタヨトウ,Isopolia strigidisca (Moore),新記録種,,台湾未記録。台湾で得られたものは大陸の型であった。,吉本浩 (1988),,high,,,"ページ: 5, 蛾類通信 145号, ファイル: jhj145.pdf"
species-3340,ツシマスカシノメイガ,Glyphodes formosanus Shibuya,新産地,,本州初記録。従来は台湾から記載され、日本では対馬でのみ採集されていたが、岡山県新見市で発見。,矢野重明 (1988),,high,,,"ページ: 7, 蛾類通信 145号, ファイル: jhj145.pdf"
species-1560,ブドウスカシクロバ,Illibris tenuis (Butler),新産地,,沖縄本島未記録。本邦では従来奄美大島が南限であった。,吉本浩 (1988),,high,,,"ページ: 9, 蛾類通信 145号, ファイル: jhj145.pdf"
species-4591,クロシタシャチホコ,Mesophalera sigmata (Butler),新産地,,沖縄本島未記録。本邦では従来屋久島が南限であった。,吉本浩 (1988),,high,,,"ページ: 9, 蛾類通信 145号, ファイル: jhj145.pdf"
species-4486,マツクロスズメ,Hyloicus morio Rothschild & Jordan,新産地,,東北地方からの初記録。福島県猪苗代湖で採集。食樹であるカラマツの植林と関係があると考えられる。,岸田泰則 (1988),,high,,,"ページ: 12, 蛾類通信 145号, ファイル: jhj145.pdf"
species-5430,キタヒメクビグロクチバ,Lygephila subrecta Sugi,新産地,,本州からの新産地記録。従来北海道のみから知られていたが、群馬県熊ノ平から発見。本州の中部以北に広く分布している可能性がある。,杉繁郎 (1988),,high,,,"ページ: 12, 蛾類通信 145号, ファイル: jhj145.pdf"
species-3785,ナンカイキイロエダシャク,Aoshachia amabilis,新記録種,,奄美大島と沖縄島から発見されたAoshachiaの新種。和名：ナンカイキイロエダシャク（新称）。A. virescens（キイロエダシャク）とは交尾器形態で識別される。,矢崎克己 (1988),,high,,,"ページ: 1-3, 蛾類通信 148号, ファイル: jhj148.pdf"
species-4081,ツシマキヒメシャク,Idaea paravalida,新記録種,,対馬から発見されたIdaea属の新種。和名：ツシマキヒメシャク（新称）。I. trisetataに酷似するが雄中脚腱節の毛塊を欠き、交尾器形態で識別。幼虫は枯葉食性で、年3回発生、幼虫越冬。,佐藤力夫 (1988),,high,,,"ページ: 4-6, 蛾類通信 148号, ファイル: jhj148.pdf"
species-3121,タテシマノメイガ,Sclerocona acutella,食草追加,,マコモ(Zizania latifolia)での越冬態と蛹化習性を報告。稈内で越冬し、翌春蛹化・羽化。従来はヨシの葉を食すとされていたが、マコモでも生活環を完結することが確認された。,吉安裕 (1988),,high,,OK,"ページ: 3, 蛾類通信 148号, ファイル: jhj148.pdf"
species-1769,コギンボシハマキ,Drachmobola periastra,和名変更,,和名を新称：コギンボシハマキ。本州（箕面、奈良春日山公園）とアッサムに分布。,川辺湛 (1988),,high,YES,,"ページ: 7-8, 蛾類通信 148号, ファイル: jhj148.pdf"
,セベニモンヒメハマキ,Epinotia salicicolana,新記録種,,日本新記録種。和名：セベニモンヒメハマキ（新称）。北海道と台湾から記録。ソ連ではヤナギ類(Salix)につく。,川辺湛 (1988),,high,,,"ページ: 8-9, 蛾類通信 148号, ファイル: jhj148.pdf"
species-6143,タイリクウスイロヨトウ,Discestra trifolia,食草追加,,アカザ(Chenopodium centrorubrum)を食草として確認。北海道石狩町で幼虫を採集・飼育。幼虫は蛹で越冬。,小木広行 (1988),,high,,OK,"ページ: 10, 蛾類通信 148号, ファイル: jhj148.pdf"
species-5026,アヤナミアツバ,Rhynchodontodes plusioides,食草追加,,繭構成物がオオキゴケ(Stereocaulon sorediferum)であることを確認。従来「ツノゴケ」とされていたが、地衣類のオオキゴケ（キゴケ科）が正しい。,坂部元宏 (1988),,high,,OK,"ページ: 13, 蛾類通信 148号, ファイル: jhj148.pdf"
species-5426,ウスクビグロクチバ,Lygephila wiciae,食草追加,,富士山御殿場口新二合目でイワオオギ（Hedysarum esculentum Ledeb.）を食草として確認。全発育過程を記載・図示,"中村正直, 山本光人 (1988)",,high,,OK,"ページ: 369-372, 蛾類通信 149号, ファイル: jhj149.pdf"
species-3115,ウラクロモンノメイガ,Losostege turbidalis,新産地,,秋田県の3か所（大潟村、河辺町、田沢湖町）から記録。東北地方から再発見,佐々木明夫 (1988),,high,,,"ページ: 373, 蛾類通信 149号, ファイル: jhj149.pdf"
,カラフトシロスジョトウ,Hyppa rectilinea,新記録種,,"日本未記録種として北海道宗谷郡猿払村と根室市から発見。Meganephria albopicta Matsumura, 1925をシノニムとした",杉繁郎 (1988),,high,,,"ページ: 374-376, 蛾類通信 149号, ファイル: jhj149.pdf"
,ミカワキョトウ,Aletia bani,新産地,,山梨県大月市小金沢から記録。従来の東限（静岡県）から約100km北東に分布拡大,大和田守 (1988),,high,,,"ページ: 376, 蛾類通信 149号, ファイル: jhj149.pdf"
,イッツキメスコバネマルハキバガ,Diurnea issikia,新産地,,北海道未記録として標茶町と根室市から記録,飯島一雄 (1988),,high,,,"ページ: 379, 蛾類通信 149号, ファイル: jhj149.pdf"
,メスコバネマルハキバガ,Diurnea cupreifera,新産地,,北海道未記録として標茶町から記録,飯島一雄 (1988),,high,,,"ページ: 379, 蛾類通信 149号, ファイル: jhj149.pdf"
species-0680,アミメシロメムシガ,Argyresthia retinella,新産地,,北海道未記録として厚岸町から記録,飯島一雄 (1988),,high,,,"ページ: 379, 蛾類通信 149号, ファイル: jhj149.pdf"
species-1261,ウスキマダラキバガ,Aristotelia cleodora,新産地,,北海道未記録として釧路市春採湖から記録,飯島一雄 (1988),,high,,,"ページ: 379, 蛾類通信 149号, ファイル: jhj149.pdf"
species-3175,ウスグロキモンノメイガ,Ostrinia quadripunctalis,新産地,,斜里海岸から記録。国内では対馬に次ぐ2番目の産地で最北記録,飯島一雄 (1988),,high,,,"ページ: 381, 蛾類通信 149号, ファイル: jhj149.pdf"
species-2954,サロベツツトガ,Crambus uliginosellus,新産地,,標茶町サルルントウと根室市落石から記録。サロベツ湿原以外の新産地,飯島一雄 (1988),,high,,,"ページ: 381, 蛾類通信 149号, ファイル: jhj149.pdf"
species-3211,ゴマダラノメイガ,Pycnarmon lactiferalis,食草追加,,クロバナヒキオコシ（Plectranthus trichocarpus）を食草として確認,富樫一次 (1988),,high,,OK,"ページ: 382, 蛾類通信 149号, ファイル: jhj149.pdf"
species-3227,フタマタノメイガ,Pagyda arbiter,食草追加,,ムラサキシキブ（Callicarpa japonica）を食草として確認。新梢に穿入して食害,富樫一次 (1988),,high,,OK,"ページ: 382, 蛾類通信 149号, ファイル: jhj149.pdf"
species-3278,マエウスキノメイガ,Hedylepta indicata,食草追加,,アズキ（Azukia angularis）を食草として確認。アズキからは初記録の可能性,富樫一次 (1988),,high,,OK,"ページ: 383, 蛾類通信 149号, ファイル: jhj149.pdf"
,オオキシャチホコ,Periergos magnus (Matsumura),食草追加,,各種のタケ、ササ類で飼育可能、キシャチホコ群全体に共通する食性,"杉, 中村 (1988)",,high,,OK,"ページ: 1-2, 蛾類通信 150号, ファイル: jhj150.pdf"
species-6117,シベチャキリガ,Perigrapha circumducta (Lederer),食草追加,,ホザキシモツケ Spiraea pinnatifida Maxim.（バラ科）を食草として確認,小木 (1988),,high,,OK,"ページ: 6-7, 蛾類通信 150号, ファイル: jhj150.pdf"
species-5372,ベニモンコノハ,Phyllodes consobrina Westwood,新産地,,鹿児島県下甑島で初記録,岸田 (1988),,high,,,"ページ: 7, 蛾類通信 150号, ファイル: jhj150.pdf"
species-4488,オビグロスズメ,Hyloicus crassistriga Rothschild & Jordan,新産地,,群馬県水上町谷川温泉で採集,吉本 (1988),,high,,,"ページ: 7, 蛾類通信 150号, ファイル: jhj150.pdf"
species-4321,ナガイカバナミシャク,Eupithecia nagaii Inoue,新産地,,山梨県塩山市斉木林道、大月市小金沢林道で採集,"吉本, 矢崎 (1988)",,high,,,"ページ: 7, 蛾類通信 150号, ファイル: jhj150.pdf"
species-6006,カバイロウスキヨトウ,Epipsammia confusa Sugi,食草追加,,枯ススキ Miscanthus sinensis Anderss.の根茎中で発見、茎内の髄を食餌,工藤 (1988),,high,,OK,"ページ: 8-10, 蛾類通信 150号, ファイル: jhj150.pdf"
species-5691,ニセキバラケンモン,Trichosea ainu (Wileman),新産地,,山形県米沢市白布高湯、西川町志津、蔵王連峰各地で確認,木俣 (1988),,high,,,"ページ: 10, 蛾類通信 150号, ファイル: jhj150.pdf"
species-5692,キタキバラケンモン,Trichosea ludifica (Linnaeus),新産地,,山形県蔵王連峰坊平で採集,木俣 (1988),,high,,,"ページ: 10, 蛾類通信 150号, ファイル: jhj150.pdf"
species-2658,ニシキシマメイガ,Mimicia pseudolibatria (Caradja),新産地,,群馬県藤岡市御荷鉾山北麓で採集,"堀江, 大和田 (1988)",,high,,,"ページ: 10, 蛾類通信 150号, ファイル: jhj150.pdf"
species-5431,ナニワクビグロクチバ,Lygephila lilacina (Butler),学名変更,,"Tosocampa lilacina Butler, 1878がLygephila ogatai Kinoshita & Sasaki, 1986の先取名であることを確認","岸田, 吉本 (1988)",,high,YES,,"ページ: 11-12, 蛾類通信 150号, ファイル: jhj150.pdf"
,サラサヒトリ,Camptoloma interiorata Butler,新産地,,北海道余市郡余市町で採集、北海道初記録,佐々木 (1988),,high,,,"ページ: 12, 蛾類通信 150号, ファイル: jhj150.pdf"
species-3389,イノモトソウノメイガ,Herpetogramma okamotoi Yamanaka,食草追加,,フモトシダ Microlepia marginata (Panzer) C. Chr.を新食草として確認,"吉安, 金野 (1988)",,high,,OK,"ページ: 13, 蛾類通信 150号, ファイル: jhj150.pdf"
species-3532,アサケマルバネフタオ,Dirades theclatus (Guenee),新記録種,,日本と台湾から初記録。和歌山県串本、三重県四日市市から記録。アフリカからアジア熱帯域の広分布種,井上寛 (1989),,high,,,"ページ: 1-2, 蛾類通信 151号, ファイル: jhj151.pdf"
species-3530,アマミマルバネフタオ,Dirades kosemponicola Strand,学名変更,,Dirades alikangensis Strand と区別。分布は奄美大島、沖縄本島、石垣島、与那国島、台湾,井上寛 (1989),,high,YES,,"ページ: 2, 蛾類通信 151号, ファイル: jhj151.pdf"
species-3531,コモンマルバネフタオ,Dirades alikangensis Strand,和名変更,,新称。前種と区別され、屋久島、奄美大島、沖縄本島、石垣島、西表島、台湾に分布,井上寛 (1989),,high,YES,,"ページ: 2, 蛾類通信 151号, ファイル: jhj151.pdf"
species-3517,ヒメクロホシフタオ,Epiplema illotata (Christoph),学名変更,,E. mozzetta Inoue のシノニムとして整理。北海道から四国、九州に分布,井上寛 (1989),,high,YES,,"ページ: 2-3, 蛾類通信 151号, ファイル: jhj151.pdf"
species-3516,クロホシフタオ,Epiplema moza (Butler),学名変更,,"E. suisharonis ines Bryk, 1944 をシノニムとして追加",井上寛 (1989),,high,YES,,"ページ: 3, 蛾類通信 151号, ファイル: jhj151.pdf"
species-4158,シラナミナミシャク,Glaucorhoe unduliferaria (Motschulsky),新産地,,東北地方から初めて記録。青森県白神平,葛西充 (1989),,high,,,"ページ: 7, 蛾類通信 151号, ファイル: jhj151.pdf"
