"account_audit_id","source","pdf_file","source_pdf_sha256","pdf_page","printed_page","ocr_line_start","ocr_line_end","heading_raw","heading_japanese","heading_scientific_raw","host_field_status","host_candidates","emergence_candidates","ecology_candidate_count","boundary_flags","possible_ids","coverage_class","review_state","decision","target_insect_ids","related_action_ids","reviewed_on","review_note"
"KUA-ACCOUNT-238","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","172","676-677","15642","15649","クロチビハナカミキリ Aiosterna elegantula （KRAATZ, 1879）","クロチビハナカミキリ","Aiosterna elegantula","","","","2","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-239","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15674","15680","ナンヨウミヤマカミキリ Haplocerambyr spinicarais （NEWMAN, 1942）","ナンヨウミヤマカミキリ","Haplocerambyr spinicarais","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-240","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15681","15685","コフキミヤマカミキリ Raptidodera inegra Koa.B¥，1886","コフキミヤマカミキリ","Raptidodera inegra","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-241","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15686","15691","キバネトビイロカミキリ Allotraeus （Nysina） pallidipennis OHBAYASHIL,1958","キバネトビイロカミキリ","Allotraeus （Nysina） pallidipennis","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-242","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15692","15696","カミヤヒメカミキリ Ceresim flavipes （FABRICILS, 1792）","カミヤヒメカミキリ","Ceresim flavipes","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-243","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15697","15703","ホソアメイロカミキリ Gracitid minutd （FABRICIIIS, 1781）","ホソアメイロカミキリ","Gracitid minutd","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-244","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15710","15715","ウスゲアメイロカミキリ Obrium kusamai TAKAKIIWA, 1984","ウスゲアメイロカミキリ","Obrium kusamai","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-245","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15716","15721","コットンヒメアメイロカミキリ Longipadpus cottoni Dr KEYZER ct NISA10,1989","コットンヒメアメイロカミキリ","Longipadpus cottoni","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-246","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15722","15725","ウライモモブトコバネカミキリ Merionpeda （Merionaede） uraiensis KANO, 1930","ウライモモブトコバネカミキリ","Merionpeda （Merionaede） uraiensis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-247","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15726","15730","ムネコブウスバネベニカミキリ Erythrus congrues PASCOE, 1863","ムネコブウスバネベニカミキリ","Erythrus congrues","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-248","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15731","15736","ムラサキオオアオカミキリ Aromia japanica PODANY, 1971","ムラサキオオアオカミキリ","Aromia japanica","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-249","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","173","678-679","15741","15749","シワスジミドリカミキリ Leamikin multiplicatum Pic， 1946","シワスジミドリカミキリ","Leamikin multiplicatum","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-250","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15750","15753","クロボシスギカミキリ Sereartus tigaeus （FABRICIUS, 1787）","クロボシスギカミキリ","Sereartus tigaeus","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-251","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15754","15758","ヨーロッパホソヒラタカミキリ Paymatodes （Phymatoderus） lividus （RossI， 1794）","ヨーロッパホソヒラタカミキリ","Paymatodes （Phymatoderus） lividus","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-252","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15759","15764","ラマトラカミキリ Chus lama MiLSANT,1847","ラマトラカミキリ","Chus lama","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-253","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15771","15776","アマクサゴマフカミキリ Mesasa （Saimid） amakusae EREUNING, 1964","アマクサゴマフカミキリ","Mesasa （Saimid） amakusae","","","","1","unparsed_species_like_heading_inside_block","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-254","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15777","15779","シワマダラチビカミキリ Neosybra albomormerata RREINING, 1961","シワマダラチビカミキリ","Neosybra albomormerata","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-255","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15787","15795","ドウボンカミキリの一種 Pothyne silarea PASCOL, 1871","ドウボンカミキリの一種","Pothyne silarea","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-256","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15819","15821","サビカミキリの一種 Desisa （Desisa） auhfasciate infasciata （PiC, 1944）","サビカミキリの一種","Desisa （Desisa） auhfasciate infasciata","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-257","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","174","680-681","15826","15838","テラニシリンゴカミキリ Oberea herai GANGLBALER, 1889","テラニシリンゴカミキリ","Oberea herai","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-258","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","175","682-683","15839","15959","チャバネホソリンゴカミキリ Oberea fuscipentis （CHEVROL.AT， 1852）","チャバネホソリンゴカミキリ","Oberea fuscipentis","","","","1","long_block_over_100_lines;unparsed_species_like_heading_inside_block","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
